id;ocupacion;descripcion;competencia;observacion;ocu_2;comp
1222;Directores_de_publicidad_y_relaciones_públicas;Los directores de departamentos de publicidad y de relaciones públicas planifican, dirigen y coordinan las actividades relacionadas con la publicidad y las relaciones públicas de la empresa u organización y la información al público bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios;"a) planificar dirigir y coordinar las actividades de publicidad y relaciones públicas de la empresa u organización;

b) negociar contratos de publicidad con los representantes de periódicos, estaciones de radio y televisión, organizaciones deportivas y culturales y agencias de publicidad;

c) planificar y aplicar los programas de información destinados a las autoridades, los medios de comunicación de masas y al público en general sobre los planes, logros y opiniones de la empresa u organización;

d) planificar y dirigir las actividades de recaudación de fondos realizadas por cuenta de organizaciones educacionales, humanitarias y otras organizaciones sin fines lucrativos;

e) vigilar los gastos y asegurar la utilización racional de los recursos;

f) establecer y dirigir los procedimientos operativos y administrativos;

g) planificar y dirigir el trabajo diario;

h) controlar la selección, formación y rendimiento del personal;

i) representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros;

j) desempeñar tareas afines;

k) supervisar a otros trabajadores";;"Director de departamento, publicidad

Director de departamento, relaciones públicas";['Planificar_dirigir_y_coordinar_las_actividades_de_publicidad_y_relaciones_públicas_de_la_empresa_u_organización', 'Negociar_contratos_de_publicidad_con_los_representantes_de_periódicos_estaciones_de_radio_y_televisión_organizaciones_deportivas_y_culturales_y_agencias_de_publicidad', 'Planificar_y_aplicar_los_programas_de_información_destinados_a_las_autoridades_los_medios_de_comunicación_de_masas_y_al_público_en_general_sobre_los_planes_logros_y_opiniones_de_la_empresa_u_organización', 'Planificar_y_dirigir_las_actividades_de_recaudación_de_fondos_realizadas_por_cuenta_de_organizaciones_educacionales_humanitarias_y_otras_organizaciones_sin_fines_lucrativos', 'Vigilar_los_gastos_y_asegurar_la_utilización_racional_de_los_recursos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Planificar_y_dirigir_el_trabajo_diario', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_depar-_tamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores']
1223;Directores_de_investigación_y_desarrollo;Los directores de departamentos de investigaciones y desarrollo planifican, dirigen y coordinan las actividades de investigación y desarrollo de la empresa u organización bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios;"a) planificar, dirigir y coordinar las actividades de investigación y desarrollo, tanto las de la propia empresa u organización como las confiadas a otras organizaciones de investigación, a fin de crear nuevos procedimientos y productos o modos de utilización de materiales nuevos o perfeccionados;

b) planificar el programa general de investigación y desarrollo de la empresa u organización, definir las metas de los proyectos y fijar sus presupuestos;

c) vigilar los gastos y asegurar la utilización racional de los recursos;

d) establecer y dirigir los procedimientos operativos y administrativos;

e) planificar y dirigir el trabajo diario;

f) controlar la selección, formación y rendimiento del personal;

g) representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores";;Director de departamento, investigación y desarrollo;['Planificar_dirigir_y_coordinar_las_actividades_de_investigación_y_desarrollo_tanto_las_de_la_propia_empresa_u_organización_como_las_confiadas_a_otras_organizaciones_de_investigación_a_fin_de_crear_nuevos_procedimientos_y_productos_o_modos_de_utilización_de_materiales_nuevos_o_perfeccionados', 'Planificar_el_programa_general_de_investigación_y_desarrollo_de_la_empresa_u_organización_definir_las_metas_de_los_proyectos_y_fijar_sus_presupuestos', 'Vigilar_los_gastos_y_asegurar_la_utilización_racional_de_los_recursos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Planificar_y_dirigir_el_trabajo_diario', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_depar-_tamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores']
1311;Directores_de_producción_agropecuaria_y_silvicultura;Los directores de departamentos de producción y operaciones ocupados en la agricultura, la caza, la silvicultura y la pesca planifican, dirigen y coordinan las actividades de empresas agrícolas y otras similares que producen bienes bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de producción de bienes;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir el trabajo diario;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/agricultura

Director de departamento, producción y operaciones/caza

Director de departamento, producción y operaciones/pesca

Director de departamento, producción y operaciones/silvicultura
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Agricultor - 6111

Criador, ganado - 6121

Director general, empresa/agricultura - 1210

Gerente, agricultura - 1311";['Planificar_dirigir_y_coordinar_las_actividades_de_producción_de_bienes', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_el_trabajo_diario', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1312;Directores_de_producción_de_piscicultura_y_pesca;Los directores de departamentos de producción y operaciones ocupados en la agricultura, la caza, la silvicultura y la pesca planifican, dirigen y coordinan las actividades de empresas agrícolas y otras similares que producen bienes bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de producción de bienes;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir el trabajo diario;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/agricultura

Director de departamento, producción y operaciones/caza

Director de departamento, producción y operaciones/pesca

Director de departamento, producción y operaciones/silvicultura
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Agricultor - 6111

Criador, ganado - 6121

Director general, empresa/agricultura - 1210

Gerente, agricultura - 1311";['Planificar_dirigir_y_coordinar_las_actividades_de_producción_de_bienes', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_el_trabajo_diario', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1321;Directores_de_industrias_manufactureras;Los directores de departamentos de producción y operaciones de las industrias manufactureras planifican, dirigen y coordinan las actividades de producción de bienes y de fabricación de una empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de producción de bienes o la extracción de minerales sólidos de minas subterráneas, de superficie y de canteras o la producción y distribución de electricidad, gas y agua;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir las operaciones de la producción diaria;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/industria manufacturera
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/industria manufacturera - 1210

Gerente, industria manufacturera - 1312";['Planificar_dirigir_y_coordinar_las_actividades_de_producción_de_bienes_o_la_extracción_de_minerales_sólidos_de_minas_subterráneas_de_superficie_y_de_canteras_o_la_producción_y_distribución_de_electricidad_gas_y_agua', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_las_operaciones_de_la_producción_diaria', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1322;Directores_de_explotaciones_de_minería;Los directores de departamentos de producción y operaciones de las industrias manufactureras planifican, dirigen y coordinan las actividades de producción de bienes y de fabricación de una empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de producción de bienes o la extracción de minerales sólidos de minas subterráneas, de superficie y de canteras o la producción y distribución de electricidad, gas y agua;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir las operaciones de la producción diaria;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/industria manufacturera
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/industria manufacturera - 1210

Gerente, industria manufacturera - 1312";['Planificar_dirigir_y_coordinar_las_actividades_de_producción_de_bienes_o_la_extracción_de_minerales_sólidos_de_minas_subterráneas_de_superficie_y_de_canteras_o_la_producción_y_distribución_de_electricidad_gas_y_agua', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_las_operaciones_de_la_producción_diaria', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1323;Directores_de_empresas_de_construcción;Los directores de departamentos de producción y operaciones de empresas de construcción y obras públicas planifican, dirigen y coordinan las actividades de una empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades relativas a la construcción de edificios y a las obras públicas;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir el trabajo diario;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/construcción y obras públicas
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/construcción y obras públicas - 1210

Gerente, construcción - 1313";['Planificar_dirigir_y_coordinar_las_actividades_relativas_a_la_construcción_de_edificios_y_a_las_obras_públicas', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_el_trabajo_diario', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1324;Directores_de_empresas_de_abastecimiento_distribución_y_afines;Los directores de departamentos de producción y operaciones de empresas de transporte, almacenamiento y comunicaciones planifican, dirigen y coordinan las actividades de servicio de la empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de servicio relacionadas con los transportes, el almacenamiento y las comunicaciones;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de prestación de servicios;

c) planificar y dirigir las operaciones diarias de prestación de servicios;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/almacenamiento

Director de departamento, producción y operaciones/comunicaciones(correos)

Director de departamento, producción y operaciones/transporte
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/comunicaciones - 1210

Director general, empresa/transporte 1210

Gerente, almacenamiento - 1316";['Planificar_dirigir_y_coordinar_las_actividades_de_servicio_relacionadas_con_los_transportes_el_almacenamiento_y_las_comunicaciones', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_prestación_de_servicios', 'Planificar_y_dirigir_las_operaciones_diarias_de_prestación_de_servicios', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_depar-_tamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1330;Directores_de_servicios_de_tecnología_de_la_información_y_las_comunicaciones_i;Los directores de departamentos de producción y operaciones de empresas de transporte, almacenamiento y comunicaciones planifican, dirigen y coordinan las actividades de servicio de la empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades de servicio relacionadas con los transportes, el almacenamiento y las comunicaciones;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de prestación de servicios;

c) planificar y dirigir las operaciones diarias de prestación de servicios;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros depar- tamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/almacenamiento

Director de departamento, producción y operaciones/comunicaciones(correos)

Director de departamento, producción y operaciones/transporte
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/comunicaciones - 1210

Director general, empresa/transporte 1210

Gerente, almacenamiento - 1316";['Planificar_dirigir_y_coordinar_las_actividades_de_servicio_relacionadas_con_los_transportes_el_almacenamiento_y_las_comunicaciones', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_prestación_de_servicios', 'Planificar_y_dirigir_las_operaciones_diarias_de_prestación_de_servicios', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_depar-_tamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
1341;Directores_de_servicios_de_cuidados_infantiles;"Este grupo primario abarca a los directores de departamentos de producción y operaciones no clasificados separadamente en el subgrupo 122: Directores de departamentos de producción y operaciones

Por ejemplo, habrá que clasificar en este grupo primario a los que, en una empresa, planifican, dirigen y coordinan las actividades relacionadas con operaciones de la administración pública y otras operaciones, servicios de enseñanza pública o privada, servicios de sanidad y de asistencia social, manifestaciones y servicios recreativos, culturales y deportivos, y las actividades de instituciones y organismos extraterritoriales";"a) planificar, dirigir y coordinar operaciones relacionadas con el servicio público, por ejemplo, sistemas de atribución de créditos o sistemas impositivos, aplicación de la reglamentación oficial en materia comercial así como la administración del servicio público y otras actividades similares;

b) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los asuntos exteriores, el orden público y la seguridad;

c) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los sistemas de seguridad social financiados por fondos del erario público;

d) planificar, dirigir y coordinar actividades de la enseñanza pública o privada;

e) planificar, dirigir y coordinar actividades relacionadas con los servicios de sanidad y de asistencia social;

f) planificar, dirigir y coordinar actividades relacionadas con manifestaciones y servicios recreativos, culturales y deportivos;

g) planificar, dirigir y coordinar actividades relacionadas con las operaciones de instituciones y organismos extraterritoriales;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores";;"Decano

Director de departamento, producción y operaciones/actividades recreativas

Director de departamento, producción y operaciones/instituciones extraterritoriales

Director de departamento, producción y operaciones/servicios de sanidad

Director de estudios, escuela
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/servicios de sanidad - 1210

Director general, organización/instituciones extraterritoriales - 1210

Gerente, actividades recreativas - 1319

Gerente, establecimiento de enseñanza - 1319";['Planificar_dirigir_y_coordinar_operaciones_relacionadas_con_el_servicio_público_por_ejemplo_sistemas_de_atribución_de_créditos_o_sistemas_impositivos_aplicación_de_la_reglamentación_oficial_en_materia_comercial_así_como_la_administración_del_servicio_público_y_otras_actividades_similares', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_asuntos_exteriores_el_orden_público_y_la_seguridad', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_sistemas_de_seguridad_social_financiados_por_fondos_del_erario_público', 'Planificar_dirigir_y_coordinar_actividades_de_la_enseñanza_pública_o_privada', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_los_servicios_de_sanidad_y_de_asistencia_social', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_manifestaciones_y_servicios_recreativos_culturales_y_deportivos', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_las_operaciones_de_instituciones_y_organismos_extraterritoriales', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores']
1342;Directores_de_servicios_de_salud;"Este grupo primario abarca a los directores de departamentos de producción y operaciones no clasificados separadamente en el subgrupo 122: Directores de departamentos de producción y operaciones

Por ejemplo, habrá que clasificar en este grupo primario a los que, en una empresa, planifican, dirigen y coordinan las actividades relacionadas con operaciones de la administración pública y otras operaciones, servicios de enseñanza pública o privada, servicios de sanidad y de asistencia social, manifestaciones y servicios recreativos, culturales y deportivos, y las actividades de instituciones y organismos extraterritoriales";"a) planificar, dirigir y coordinar operaciones relacionadas con el servicio público, por ejemplo, sistemas de atribución de créditos o sistemas impositivos, aplicación de la reglamentación oficial en materia comercial así como la administración del servicio público y otras actividades similares;

b) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los asuntos exteriores, el orden público y la seguridad;

c) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los sistemas de seguridad social financiados por fondos del erario público;

d) planificar, dirigir y coordinar actividades de la enseñanza pública o privada;

e) planificar, dirigir y coordinar actividades relacionadas con los servicios de sanidad y de asistencia social;

f) planificar, dirigir y coordinar actividades relacionadas con manifestaciones y servicios recreativos, culturales y deportivos;

g) planificar, dirigir y coordinar actividades relacionadas con las operaciones de instituciones y organismos extraterritoriales;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores";;"Decano

Director de departamento, producción y operaciones/actividades recreativas

Director de departamento, producción y operaciones/instituciones extraterritoriales

Director de departamento, producción y operaciones/servicios de sanidad

Director de estudios, escuela
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/servicios de sanidad - 1210

Director general, organización/instituciones extraterritoriales - 1210

Gerente, actividades recreativas - 1319

Gerente, establecimiento de enseñanza - 1319";['Planificar_dirigir_y_coordinar_operaciones_relacionadas_con_el_servicio_público_por_ejemplo_sistemas_de_atribución_de_créditos_o_sistemas_impositivos_aplicación_de_la_reglamentación_oficial_en_materia_comercial_así_como_la_administración_del_servicio_público_y_otras_actividades_similares', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_asuntos_exteriores_el_orden_público_y_la_seguridad', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_sistemas_de_seguridad_social_financiados_por_fondos_del_erario_público', 'Planificar_dirigir_y_coordinar_actividades_de_la_enseñanza_pública_o_privada', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_los_servicios_de_sanidad_y_de_asistencia_social', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_manifestaciones_y_servicios_recreativos_culturales_y_deportivos', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_las_operaciones_de_instituciones_y_organismos_extraterritoriales', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores']
1343;Directores_de_servicios_de_cuidado_de_las_personas_de_edad;"Este grupo primario abarca a los directores de departamentos de producción y operaciones no clasificados separadamente en el subgrupo 122: Directores de departamentos de producción y operaciones

Por ejemplo, habrá que clasificar en este grupo primario a los que, en una empresa, planifican, dirigen y coordinan las actividades relacionadas con operaciones de la administración pública y otras operaciones, servicios de enseñanza pública o privada, servicios de sanidad y de asistencia social, manifestaciones y servicios recreativos, culturales y deportivos, y las actividades de instituciones y organismos extraterritoriales";"a) planificar, dirigir y coordinar operaciones relacionadas con el servicio público, por ejemplo, sistemas de atribución de créditos o sistemas impositivos, aplicación de la reglamentación oficial en materia comercial así como la administración del servicio público y otras actividades similares;

b) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los asuntos exteriores, el orden público y la seguridad;

c) planificar, dirigir y coordinar actividades relacionadas con la administración y el funcionamiento de los sistemas de seguridad social financiados por fondos del erario público;

d) planificar, dirigir y coordinar actividades de la enseñanza pública o privada;

e) planificar, dirigir y coordinar actividades relacionadas con los servicios de sanidad y de asistencia social;

f) planificar, dirigir y coordinar actividades relacionadas con manifestaciones y servicios recreativos, culturales y deportivos;

g) planificar, dirigir y coordinar actividades relacionadas con las operaciones de instituciones y organismos extraterritoriales;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores";;"Decano

Director de departamento, producción y operaciones/actividades recreativas

Director de departamento, producción y operaciones/instituciones extraterritoriales

Director de departamento, producción y operaciones/servicios de sanidad

Director de estudios, escuela
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/servicios de sanidad - 1210

Director general, organización/instituciones extraterritoriales - 1210

Gerente, actividades recreativas - 1319

Gerente, establecimiento de enseñanza - 1319";['Planificar_dirigir_y_coordinar_operaciones_relacionadas_con_el_servicio_público_por_ejemplo_sistemas_de_atribución_de_créditos_o_sistemas_impositivos_aplicación_de_la_reglamentación_oficial_en_materia_comercial_así_como_la_administración_del_servicio_público_y_otras_actividades_similares', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_asuntos_exteriores_el_orden_público_y_la_seguridad', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_la_administración_y_el_funcionamiento_de_los_sistemas_de_seguridad_social_financiados_por_fondos_del_erario_público', 'Planificar_dirigir_y_coordinar_actividades_de_la_enseñanza_pública_o_privada', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_los_servicios_de_sanidad_y_de_asistencia_social', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_manifestaciones_y_servicios_recreativos_culturales_y_deportivos', 'Planificar_dirigir_y_coordinar_actividades_relacionadas_con_las_operaciones_de_instituciones_y_organismos_extraterritoriales', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores']
